uuid,Void/Retire,Fully specified name:en,Short name:en,Fully specified name:fr,Short name:fr,Description:en,Data class,Data type,Answers,Members,id,Mappings|SAME-AS|PIH,Mappings|NARROWER-THAN|PIH,Mappings|SAME-AS|CBS,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|NARROWER-THAN|Rwanda HMIS Report 2012 01 20,Mappings|NARROWER-THAN|RWCS,Mappings|SAME-AS|RxNORM,Mappings|NARROWER-THAN|RxNORM,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,Mappings|SAME-AS|ICPC-2,Mappings|NARROWER-THAN|LOINC,Mappings|SAME-AS|ICD-10,Mappings|NARROWER-THAN|ICD-10,Mappings|BROADER-THAN|ICD-10,Absolute high,Critical high,Normal high,Absolute low,Normal low,Units,Allow decimals,Complex data handler
82a89734-4e68-4dc9-b947-cb12514dcea1,,A.NRL,,,,NRL,Test,Text,,,111266.0,,,,,,,,,,,,,,,,,,,,,,,,
3cd8f8b0-26fe-102b-80cb-0017a47871b2,,AB NEGATIVE,,,,"Describes a particular antigen combination on the surface of red blood cells: AB, Rh negative.",Misc,Text,,,1231.0,,1231;AB NEGATIVE,,,,,,,,,,,,,,,,,,,,,,
3cd8f716-26fe-102b-80cb-0017a47871b2,,AB POSITIVE,,,,"Describes a particular antigen combination on the surface of red blood cells: AB, Rh positive.",Misc,Text,,,1230.0,,1230;AB POSITIVE,,,,,,,,,,,,,,,,,,,,,,
3cd466b0-26fe-102b-80cb-0017a47871b2,,ABACAVIR,ABC,,,A nucleoside reverse transcriptase inhibitor (NRTI) that prevents HIV from altering the genetic material of healthy T-cells.,Drug,Text,,,814.0,,814;ABACAVIR,,,,,814.0,,,,,,,,,,,,,,,,,
c52a4fb1-4d1a-4f8d-95b6-4a24387aaf2a,,ABACAVIR AND LAMIVUDINE,ABC+3TC,,,Antiretroviral,Drug,Text,,,8289.0,,,,,,,,,,,,,,,,,,,,,,,,
5cf11a54-1694-44c1-a53e-2732129d2324,,ABACAVIR LAMIVUDINE AND DOLUTEGRAVIR,,,,ABACAVIR LAMIVUDINE AND DOLUTEGRAVIR,Drug,Text,,,105515.0,,,,,,,,,,,,,,,,,,,,,,,,
3cd46b88-26fe-102b-80cb-0017a47871b2,,ABACAVIR LAMIVUDINE AND ZIDOVUDINE,,,,Combination antiretroviral.,Drug,Text,,,817.0,,817;ABACAVIR LAMIVUDINE AND ZIDOVUDINE,,,,,,,,,,,,,,,,,,,,,,
89224b44-8180-4e76-a793-a1cbf074d6c6,,ABACAVIR LAMIVUDINE ATAZANAVIR,,,,ABACAVIR LAMIVUDINE ATAZANAVIR,Drug,Text,,,105525.0,,,,,,,,,,,,,,,,,,,,,,,,
5642efe3-699e-49b3-ac2b-8b0c9cc947c7,,ABACAVIR LAMIVUDINE EFAVIRENZ,,,,ABACAVIR LAMIVUDINE EFAVIRENZ,Drug,Text,,,105513.0,,,,,,,,,,,,,,,,,,,,,,,,
40b41a69-3b86-4805-859d-57c385bf0a4b,,ABACAVIR LAMIVUDINE LOPRINAVIR,,,,ABACAVIR LAMIVUDINE LOPRINAVIR,Drug,Text,,,105527.0,,,,,,,,,,,,,,,,,,,,,,,,
e2665257-90d4-4ec8-ac60-2f8823aa3165,,ABACAVIR LAMIVUDINE NEVIRAPINE,,,,ABACAVIR LAMIVUDINE NEVIRAPINE,Drug,Text,,,105523.0,,,,,,,,,,,,,,,,,,,,,,,,
dcdd0dc9-53a1-4b7e-a1b6-aa3557f6d321,,ABC+3TC+EFV,ABC+3TC+EFV,,,ABC+3TC+EFV,Finding,Text,,,110785.0,,,,,,,,,,,,,,,,,,,,,,,,
65afd4df-0b82-4351-8e60-7d16556dafa7,,ABDOMEN CT,,,,ABDOMEN,Question,Boolean,,,158520.0,,,,,,,,,,,,,,,,,,,,,,,,
d86d35cf-f22b-76d0-1d4b-3c465493a517,,ABDOMEN GAUZE NON STERILE 45X45CM,,,,ABDOMEN GAUZE NON STERILE 45X45CM,Misc,Numeric,,,158537.0,,,,,,,,,,,,,,,,,,,,,,,,
68742951-f6bb-4d67-963e-d20717d75193,,ABDOMEN MULTIPHASES,,,,ABDOMEN MULTIPHASES,Question,Boolean,,,158498.0,,,,,,,,,,,,,,,,,,,,,,,,
3ce6a082-26fe-102b-80cb-0017a47871b2,,ABDOMEN ULTRASOUND COMMENT,,SONOGRAPHIE ABDOMINALE RESULTATS,,Results of the ultrasound of the abdomen,Question,Text,,,2713.0,,2713;ABDOMEN ULTRASOUND COMMENT,,,,,,,,,,,,,,,,,,,,,,
9d142715-6f33-4976-8e05-cad46e410908,,ABDOMEN X-RAY,,,,PLAIN ABDOMEN X-RAY,Question,Boolean,,,12639.0,,,,,,,,,,,,,,,,,,,,,,,,
3ce3f1d4-26fe-102b-80cb-0017a47871b2,,ABDOMINAL EXAM CONSTRUCT,,,,abdominal exam findings,ConvSet,Text,,ABDOMINAL EXAM FINDINGS;PHYSICAL SYSTEM COMMENT;SPLENOMEGALY PRESENCE BELOW COASTAL MARGIN IN MIDCLAVICULAR LINE;HEPATOMEGALY PRESENCE BELOW COASTAL MARGIN IN MIDCLAVICULAR LINE,2425.0,,2425;ABDOMINAL EXAM CONSTRUCT,,,,,,,,,,,,,,,,,,,,,,
3cd76054-26fe-102b-80cb-0017a47871b2,,ABDOMINAL EXAM FINDINGS,,,,Findings noted on examination of the abdomen.,Finding,Coded,"ASCITES;NORMAL;ABNORMAL rbc;HEPATOMEGALY;SPLENOMEGALY;MASS, ABDOMINAL;ABDOMINAL TENDERNESS;ABUNDANT;MODERATE;LIGHT;NO PRESENCE OF ASCITES;OTHER NON-CODED;SOFT ABDOMEN;PULSATILE;NO PRESENCE OF SPLENOMEGALY;NO PRESENCE OF HEPATOMEGALY;NO ABDOMINAL TENDERNESS;LEFT UPPER QUADRANT;LEFT LOWER QUADRANT;RIGHT LOWER QUADRANT;RIGHT UPPER QUADRANT;ABDOMINAL SWELLING;Skin fold;ABDOMINAL PAIN;DULLNESS TO PERCUSSION;Tympanic to percussion;SCAR;Collateral circulation;Abdominal distention;non distention swelling;MILD;ABDOMINAL GUARDING;Abnormal Auscultation",,1125.0,,1125;ABDOMINAL EXAM FINDINGS,,,,,,,,,,,,,,,,,,,,,,
3ce9544e-26fe-102b-80cb-0017a47871b2,,ABDOMINAL GUARDING,,,,"describes a physical exam finding.. when the abdomen is palpated, the patient guards.",Finding,Coded,,,5100.0,,5100;ABDOMINAL GUARDING,,,,,,,,,,,,,,,,,,,,,,
3ccdf8d4-26fe-102b-80cb-0017a47871b2,,ABDOMINAL PAIN,,,,"Pain in the abdomen, unspecified cause.",Symptom,Text,,,151.0,,151;ABDOMINAL PAIN,,,,,,,,,,,,,,,,,,,,,,
b3286a4f-5d53-49fe-95ed-504e2035febc,,"ABDOMINAL PAIN, SURGICAL",,,,inflammation of the peritoneum that requires surgery,Diagnosis,Text,,,3689.0,,"3689;ABDOMINAL PAIN, SURGICAL",,,,,,,,,,,,,,,,,,,,,,
3cf29d4c-26fe-102b-80cb-0017a47871b2,,ABDOMINAL SWELLING,,,,Sweeling of the abdominal region.  Nonspecific symptom or finding.,Symptom/Finding,Text,,,6019.0,,6019;ABDOMINAL SWELLING,,,,,,,,,,,,,,,,,,,,,,
3ce157ee-26fe-102b-80cb-0017a47871b2,,ABDOMINAL SYSTEM,abdominal,SYSTÈM ABDOMINAL,,The abdominal system,Anatomy,Text,,,2144.0,,2144;ABDOMINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,
3ce95c1e-26fe-102b-80cb-0017a47871b2,,ABDOMINAL TENDERNESS,,,,Abdominal pain elicited on palpation.,Finding,Coded,RIGHT UPPER QUADRANT;LEFT UPPER QUADRANT;RIGHT LOWER QUADRANT;LEFT LOWER QUADRANT;ABDOMINAL GUARDING,,5105.0,,5105;ABDOMINAL TENDERNESS,,,,,,,,,,,,,,,,,,,,,,
3ce3da1e-26fe-102b-80cb-0017a47871b2,,ABILITY TO WORK CONSTRUCT,,,,,ConvSet,Text,,"ARE YOU PRESENTLY PHYSICALLY ABLE TO WORK;IF NOT PHYSICALLY ABLE TO WORK, WHY NOT? ;IF YOU DO WORK, DO YOU RECEIVE CASH FOR YOUR WORK;IF YOU HAVE AN EMPLOYER, WHO IS IT",2409.0,,2409;ABILITY TO WORK CONSTRUCT,,,,,,,,,,,,,,,,,,,,,,
3cdcdade-26fe-102b-80cb-0017a47871b2,,ABLE TO READ,READ,,,whether or not the patient is able to read,Question,Boolean,,,1702.0,,1702;ABLE TO READ,,,,,,,,,,,,,,,,,,,,,,
3cdcdc64-26fe-102b-80cb-0017a47871b2,,ABLE TO WRITE,,,,whether or not the patient is able to write,Question,Boolean,,,1703.0,,1703;ABLE TO WRITE,,,,,,,,,,,,,,,,,,,,,,
93173382-9490-4bb4-b83a-57e5a6f7def0,,ABNORMAL DEVELOPMENT COMMENT,,,,Free text description of developmental problems identified,Question,Text,,,3533.0,,3533;ABNORMAL DEVELOPMENT COMMENT,,,,,,,,,,,,,,,,,,,,,,
af2f44fe-af76-4344-8e7a-23240352abc9,,ABNORMAL FONTANEL,,Fontanel anormale,,ABNORMAL FONTANEL,Misc,Text,,,8622.0,,,,,,,,,,,,,,,,,,,,,,,,
3ce960ec-26fe-102b-80cb-0017a47871b2,,ABNORMAL GAIT,,,,Unusual walking patterns noted on physical exam,Finding,Text,,,5108.0,,5108;ABNORMAL GAIT,,,,,,,,,,,,,,,,,,,,,,
3cd753b6-26fe-102b-80cb-0017a47871b2,,ABNORMAL SOUNDS,,,,General descriptive answer.,Finding,Text,,,1117.0,,1117,,,,,,,,,,,,,,,,,,,,,,
3ceb3c0a-26fe-102b-80cb-0017a47871b2,,ABNORMAL TONE,,,,Decreased muscular tone,Finding,Text,,,5264.0,,5264;ABNORMAL TONE,,,,,,,,,,,,,,,,,,,,,,
4ad0b1c8-b7ed-40b0-a35e-c26a6d14e790,,ABNORMAL UTERINE BLEEDING,AUB,,,abnormal uterine bleeding with no obviousorganic cause. It can appear with ovulatory or anovula-tory cycle. A normal menstrual period lasts 2-7 days anda normal cycle lasts between 21 and 35 days.,Diagnosis,Text,,,11708.0,,,,,,,,,,,,,,,,,,,,,,,,
3cd75230-26fe-102b-80cb-0017a47871b2,,ABNORMAL rbc,,,,General descriptive answer.,Misc,N/A,,,1116.0,,,,,,,,,,,,,,,,,,,,,,,,
3ce257c0-26fe-102b-80cb-0017a47871b2,,ABOUT THE SAME,,,,,State,Text,,,2264.0,,2264;ABOUT THE SAME,,,,,,,,,,,,,,,,,,,,,,
3ccd2666-26fe-102b-80cb-0017a47871b2,,ABSCESS,,,,"Cutaneous abscess, furuncle and carbuncle, unspecified",Diagnosis,Coded,YES;NO,,138.0,,138;ABSCESS,,,,2.E.21,,,,,,,,,L02.9,,,,,,,,,
577c5c7b-d4b0-4f8a-8102-34ec1ad3f151,,"ABSCESS, PERIANAL",,,,"Infection of the soft tissues surrounding the anal canal, with formation of a discrete abscess cavity",Diagnosis,Text,,,3690.0,,"3690;ABSCESS, PERIANAL",,,,,,,,,,,,,,,,,,,,,,
fdcebb03-3c5c-4d61-8a71-8c4a2e0ae6cb,,"ABSCESS, PERITONSILLAR",,,,Collection of pus that forms in tissues of the throat next to the tonsils,Diagnosis,Text,,,3691.0,,"3691;ABSCESS, PERITONSILLAR",,,,,,,,,,,,,,,,,,,,,,
6dfdce74-2835-4c40-ba23-711f9a65f666,,ABSENCE OF GOITER,,,,"Patient possesses no sign of goiter, a noncancerous enlargement of the thyroid gland, visible as a swelling at the front of the neck, that is often associated with iodine deficiency.",Diagnosis,Text,,,3359.0,,3359;ABSENCE OF GOITER,,,,,,,,,,,,,,,,,,,,,,
b3c1e85b-47ca-426b-be5a-0cf955ef8626,,ABSENCE OF LYMPHADENOPATHY,,,,"Patient shows no signs of lymphadenopathy, an enlarged, firm, or otherwise abnormal lymph nodes usually associated with disease.",Diagnosis,Text,,,3360.0,,3360;ABSENCE OF LYMPHADENOPATHY,,,,,,,,,,,,,,,,,,,,,,
7ee40eef-e282-42ca-9d53-8a41e77dfcc0,,ABSENCE OF PERICARDIAL FRICTION RUB,,,,"Patient shows no signs of pericardial friction rub, a typical murmur heard on auscultation.",Symptom/Finding,Text,,,3362.0,,3362;ABSENCE OF PERICARDIAL FRICTION RUB,,,,,,,,,,,,,,,,,,,,,,
f3de8d04-fece-4f3b-a8d0-c2b13530fbdc,,ABSENCE OF S3/S4 MURMUR,,,,Patient shows no signs of S3 or S4 heart murmur.,Symptom/Finding,Text,,,3363.0,,3363;ABSENCE OF S3/S4 MURMUR,,,,,,,,,,,,,,,,,,,,,,
3cd58018-26fe-102b-80cb-0017a47871b2,,ABSOLUTE LYMPHOCYTE COUNT,Ly,,,Total lymphocyte count in blood.,Test,Numeric,,,952.0,,952;ABSOLUTE LYMPHOCYTE COUNT,,,,,,,,,,,,,,,,,,,,,,
3cdcf5e6-26fe-102b-80cb-0017a47871b2,,ABSTINENCE,,,,Method of preventing pregnancy (fill in),Misc,Text,,,1720.0,,1720;ABSTINENCE,,,,,,,,,,,,,,,,,,,,,,
418669bc-cd2b-442d-a18a-3214235656bf,,ABUFENE,,ABUFENE,,ABUFENE,Drug,Text,,,8733.0,,,,,,,,,,,,,,,,,,,,,,,,
a6f440ec-1e4a-49a6-b601-2dce60187cbb,,ABUNDANT,,,,A general measure of an observation during an encounter.,State,Text,,,3250.0,,3250;ABUNDANT,,,,,,,,,,,,,,,,,,,,,,
3cda71ae-26fe-102b-80cb-0017a47871b2,,ACCEPTABLE,,,,"Adequate to satisfy a need, requirement, or standard. satisfactory (Definition from Dictionary.com)",Misc,Text,,,1461.0,,1461;ACCEPTABLE,,,,,,,,,,,,,,,,,,,,,,
cf32a51c-974f-4ad2-8dca-0f050c9cf9b6,,ACCESSORY MUSCLE USE,,,,"This is when a patient uses additional muscles in addition to the intercostals and diaphram to inhale or exhale. An example is that some people will raise their shoulders in order to increase the volume of the chest, increasing the tidal volume of each breath.",Finding,Text,,,3232.0,,3232;ACCESSORY MUSCLE USE,,,,,,,,,,,,,,,,,,,,,,
3cccd076-26fe-102b-80cb-0017a47871b2,,"ACCIDENT, MOTOR VEHICLE",,,,Road Traffic Accident,Diagnosis,Text,,,86.0,,"86;ACCIDENT, MOTOR VEHICLE",,,,,,,,,,,,,,,,,,,,,,
3ccccd92-26fe-102b-80cb-0017a47871b2,,"ACCIDENT, NOT OTHERWISE SPECIFIED",,,,Traffic accident of specified type but victim's mode of transport unknown.,Diagnosis,Text,,,84.0,,"84;ACCIDENT, NOT OTHERWISE SPECIFIED",,,,,,,,,,,,,,,,,,,,,,
b125b8eb-3044-41d9-9d7e-2057ff758aed,,ACCOMPAGNATEUR ASSIGNMENT STATUS,,,,Status of patient's need for accompagnateur.,Question,Coded,REQUIRES NEW ACCOMPAGNATEUR;ASSIGNED ACCOMPAGNATEUR ALREADY,,3448.0,,3448;ACCOMPAGNATEUR ASSIGNMENT STATUS,,,,,,,,,,,,,,,,,,,,,,
d1d25ec2-5f97-4a7a-bc61-3e9c98e42a5f,,ACCOMPAGNATEUR BROUGHT PATIENT,,,,The accompagnateur brought the patient to the current encounter.,Question,Coded,NO;YES,,3377.0,,3377;ACCOMPAGNATEUR BROUGHT PATIENT,,,,,,,,,,,,,,,,,,,,,,
3ce27a98-26fe-102b-80cb-0017a47871b2,,ACCOMPAGNATEUR HELPS DEAL WITH THE DIFFICULTIES OF HIV BETTER THAN ON YOUR OWN,ACC_DIFF_HELP,,,Does your accompagnateur help deal with the difficulties of HIV better than if the patient was on his/her own?,Question,Coded,STRONGLY AGREE;AGREE;DISAGREE;STRONGLY DISAGREE;DID NOT ANSWER;UNKNOWN;NO;I DON'T KNOW;YES,,2273.0,,2273;ACCOMPAGNATEUR HELPS DEAL WITH THE DIFFICULTIES OF HIV BETTER THAN ON YOUR OWN,,,,,,,,,,,,,,,,,,,,,,
3ce27d86-26fe-102b-80cb-0017a47871b2,,ACCOMPAGNATEUR HELPS YOU TAKE MEDICINE MORE REGULARLY THAN ON YOUR OWN,ACC_MED_HELP,,,Does your community health worker help you to take medicine more regularly than if you were on your own?,Question,Coded,STRONGLY AGREE;AGREE;DISAGREE;STRONGLY DISAGREE;DID NOT ANSWER;UNKNOWN;NO;I DON'T KNOW;YES,,2275.0,,2275;ACCOMPAGNATEUR HELPS YOU TAKE MEDICINE MORE REGULARLY THAN ON YOUR OWN,,,,,,,,,,,,,,,,,,,,,,
5c9cb4a0-7b67-4c00-a926-ff7eaa8f0089,,ACCOMPAGNATEUR PHONE NUMBER,accompagnateur number,,,Phone number of patient's accompagnateur,Question,Text,,,3294.0,,3294;ACCOMPAGNATEUR PHONE NUMBER,,,,,,,,,,,,,,,,,,,,,,
41f404d2-5844-4809-afd8-5eb697e2846b,,ACCOMPAGNATEUR PRESENT AT ENCOUNTER,,,,Accompagnateur present at current encounter,Question,Coded,NO;YES,,3390.0,,3390;ACCOMPAGNATEUR PRESENT AT ENCOUNTER,,,,,,,,,,,,,,,,,,,,,,
3ce84248-26fe-102b-80cb-0017a47871b2,,ACCOMPAGNATEUR REPORT OF AVERAGE WEEKLY MISSED DOSES,,,,"Average DAYS PER WEEK patient misses AT LEAST ONE DOSE OF HIV MEDICATIONS, according to accompagnateur.  This is similar to 2101, but different because it is reported by the accompagnateur, not the   patient.",Question,Coded,QWK;4 TO 5 TIMES A WEEK;EVERY DAY;2 TO 3 TIMES A WEEK;LESS THAN ONCE A WEEK;NEVER,,2837.0,,2837;ACCOMPAGNATEUR REPORT OF AVERAGE WEEKLY MISSED DOSES,,,,,,,,,,,,,,,,,,,,,,
3ce843c4-26fe-102b-80cb-0017a47871b2,,ACCOMPAGNATEUR REPORT OF LAST MISSED DOSE,,,,"WHEN WAS THE LAST TIME the patient MISSED AT LEAST ONE DOSE OF YOU HIV MEDICATIONS, (according to the acc.).   Similar to 2107, but different because it is reported by the accompagnateur, not the patient",Question,Coded,3-4 WEEKS AGO;BETWEEN 1 AND 3 MONTHS AGO;1-2 WEEKS AGO;MORE THAN 3 MONTHS AGO;WITHIN THE PAST WEEK;NEVER,,2838.0,,2838;ACCOMPAGNATEUR REPORT OF LAST MISSED DOSE,,,,,,,,,,,,,,,,,,,,,,
5d09543c-e762-4501-abda-964323fde9d9,,ACCOMPAGNATEUR VISITATION FREQUENCY IN DAYS,,,,How often accompagnateur visits in days,Question,Numeric,,,3295.0,,3295;ACCOMPAGNATEUR VISITATION FREQUENCY IN DAYS,,,,,,,,,,,,,,,,,,,,,,
711d3ee2-a5d9-4e09-a97c-40bd3824e77f,,ACCOMPAGNATEUR VISITATION FREQUENCY IN MONTHS,,,,"How frequently accompagnateur visits, measured in months.",Question,Numeric,,,3297.0,,3297;ACCOMPAGNATEUR VISITATION FREQUENCY IN MONTHS,,,,,,,,,,,,,,,,,,,,,,
95e647b2-caa0-49d7-b3c6-01025d4f7ada,,ACCOMPAGNATEUR VISITATION FREQUENCY IN WEEKS,,,,How frequent accompagnateur visits in weeks,Question,Numeric,,,3296.0,,3296;ACCOMPAGNATEUR VISITATION FREQUENCY IN WEEKS,,,,,,,,,,,,,,,,,,,,,,
1dd9fd8b-c048-4dd7-997c-85926d3204c0,,ACCOUNTING OFFICE SERVICE,,,,,Misc,Text,,,6704.0,,6704;ACCOUNTING OFFICE SERVICE,,,,,,,,,,,,,,,,,,,,,,
ba56fd52-cfcc-40fd-b3f3-9cfe9e46446a,,ACE INHIBITOR CONSTRUCT,,,,Observations of patients ACE inhibitor use and prescription. ,ConvSet,Text,,"INCREASE PATIENT DOSE;DOSE CANNOT BE INCREASED;DOSE CHANGE REASON OTHER, NON CODED",3279.0,,3279;ACE INHIBITOR CONSTRUCT,,,,,,,,,,,,,,,,,,,,,,
07429704-a679-428d-832e-80b0227206f1,,ACETAZOLAMIDE,,,,"A carbonic anhydrase inhibitor that is used to treat glaucoma, epileptic seizures, benign intracranial hypertension (pseudotumor cerebri), altitude sickness, cystinuria, and dural ectasia.",Drug,Text,,,4031.0,,4031;ACETAZOLAMIDE,,,,,,,,,,,,,,,,,,,,,,
aa0cdc8a-0b2a-46f7-b009-a23a99fc692e,,ACETEST,,ACETEST,,ACETEST,Drug,Text,,,8734.0,,,,,,,,,,,,,,,,,,,,,,,,
6e5a8459-fda1-4a5b-8277-fb26bcede5b0,,ACITETRINE,,ACITETRINE,,ACITETRINE,Drug,Text,,,8737.0,,,,,,,,,,,,,,,,,,,,,,,,
3cd48c44-26fe-102b-80cb-0017a47871b2,,ACNE,,,,Clinical finding of acneiform lesions (pimples) on the skin.,Diagnosis,Text,,,838.0,,838,,,,,,,,,,S96,,,,,,,,,,,,
3cd4eebe-26fe-102b-80cb-0017a47871b2,,ACQUIRED IMMUNODEFICIENCY SYNDROME,,,,Syndrome associated with infeciton with the HIV,Diagnosis,Text,,,894.0,,894;ACQUIRED IMMUNODEFICIENCY SYNDROME,,,,2.F.38;3.B.44,,,,,,B90,,,,,,,,,,,,
841e0292-9810-47bb-8057-01ef215b7b42,,ACTIMAG,,ACTIMAG,,ACTIMAG,Drug,Text,,,8738.0,,,,,,,,,,,,,,,,,,,,,,,,
81b6b543-4d5e-4d3d-9bf6-4f8f620bf571,,ACTIVATED PARTIAL THROMBOLASTIN TIME,PTT,,,Activated Partial Thrombolastin Time,Test,Numeric,,,7220.0,,,,,,,,,,,,,,,,,,,40.0,,25.0,Seconds,1.0,
3cdc0028-26fe-102b-80cb-0017a47871b2,,ACTIVE (REASON NOT ON ARVS),,,,Reason the patient not on anti-retroviral treatment despite being on active treatment,Question,Coded,TREATMENT NEVER STARTED - PATIENT REFUSED;OTHER NON-CODED;PATIENT NOT ON ARV REASON;CLINICAL STATUS INDICATES THAT IT IS NOT NECESSARY;ARV EDUCATION IS NOT COMPLETE;WAITING FOR TEST RESULTS,,1570.0,,1570;ACTIVE (REASON NOT ON ARVS),,,,,,,,,,,,,,,,,,,,,,
83a0e81d-c761-49f2-904d-eb7c8087c04f,,ACTIVE CARDIAC MEDICATION AT BEGINNING OF ENCOUNTER CONSTRUCT,Cardiac Medication History,,,Cardiac Medication taken by patient at beginning of encounter,ConvSet,Text,,CARDIAC MEDICATION;DOSE IN MILLIGRAMS;GENERAL DRUG FREQUENCY;DRUG ORDER FREQUENCY;DOSE CHANGED AT LAST ENCOUNTER;ADHERENCE TO TAKING MEDICATION;NUMBER OF MISSED DOSES IN THE PAST MONTH;REASON FOR TAKING MEDICINE INCORRECTLY OR MISSING DOSES;SIDE EFFECTS COMMENTS,3192.0,,3192;ACTIVE CARDIAC MEDICATION AT BEGINNING OF ENCOUNTER CONSTRUCT,,,,,,,,,,,,,,,,,,,,,,
6d761519-01d1-4461-a44a-69b8b5c627fd,,ACTIVE MEDICINE PRESCRIBED WHILE HOSPITALIZED,,,,Medicine prescribed underway hospitalization (If the patient is admitted),ConvSet,Text,,CARDIAC MEDICATION;DOSE IN MILLIGRAMS;DRUG ORDER FREQUENCY;ADHERENCE TO TAKING MEDICATION;METHOD OF DRUG ADMINISTRATION,3330.0,,3330;ACTIVE MEDICINE PRESCRIBED WHILE HOSPITALIZED,,,,,,,,,,,,,,,,,,,,,,
3cdc0c08-26fe-102b-80cb-0017a47871b2,,ACTIVE NOT ON ARVS,,"ACTIF, PAS SOUS ARVS",,Status of patient apparently eligible for HIV treatment,State,Text,,,1578.0,,1578;ACTIVE NOT ON ARVS,,,,,,,,,,,,,,,,,,,,,,
3cdb7c52-26fe-102b-80cb-0017a47871b2,,ACTIVE TREATMENT,ACTIVE,,,Patient State denoting active treatment. For demo purposes with migration. Probably retire this concept.,State,Text,,,1487.0,,1487;ACTIVE TREATMENT,,,,,,,,,,,,,,,,,,,,,,
e3f79a7e-f312-47f7-99f0-4895261eeb32,,ACTIVITY AND MUSCLE TONE,,,,,Test,Numeric,,,10139.0,,,,,,,,,,,,,,,,,,,,,,,,
9817a93f-0a39-4d70-b4e2-11d8bbb8a40a,,ACTIVITY WHILE EXPERIENCING SHORTNESS OF BREATH,SOB Activity,,,The patient's activity at the time of feeling shortness of breath.,Question,Coded,SHORTNESS OF BREATH AT REST;SHORTNESS OF BREATH WITH LIGHT ACTIVITY;SHORTNESS OF BREATH WHILE WALKING UP HILL,,3210.0,,3210;ACTIVITY WHILE EXPERIENCING SHORTNESS OF BREATH,,,,,,,,,,,,,,,,,,,,,,
2ce63408-9a19-4d4d-bf8a-f7b3f599b048,,ACTRAPID,,ACTRAPID,,ACTRAPID,Drug,Text,,,8739.0,,,,,,,,,,,,,,,,,,,,,,,,
aafca29e-a395-4638-9e27-2cddc7ed9146,,ACUTE DIARRHEA,,,,Use 1354 Diarrhea acute for question with coded answer.,Diagnosis,Text,,,3588.0,,3588;ACUTE DIARRHEA,,,,,,,,,,,,,,,,,,,,,,
3ce5c590-26fe-102b-80cb-0017a47871b2,,"ACUTE NECROTIZING ULCERATIVE STOMATITIS, GINGIVITIS, OR PERIODONTITIS",,,,WHO Adult Stage 3 Criteria,Diagnosis,Text,,,2581.0,,"2581;ACUTE NECROTIZING ULCERATIVE STOMATITIS, GINGIVITIS, OR PERIODONTITIS",,,,,,,,,,,,,,,,,,,,,,
3cd9c484-26fe-102b-80cb-0017a47871b2,,ACUTE PNEUMONIA PRESUMED BACTERIAL,,AIGÜE PRÉSUMÉE PNEUMONIE BACTÉRIENNE,,,Diagnosis,Text,,,1350.0,,1350;ACUTE PNEUMONIA PRESUMED BACTERIAL,,,,,,,,,,,,,,,,,,,,,,
006ab3b2-a0ea-45bf-b495-83e06f26f87a,,ACUTE RHEUMATIC FEVER,Rheumatic Fever,Rhumatisme articulaire aigu/ maladie cardiaque rheumatismale,,ARF is a non-infective sequelae of pharyngitis caused by group A beta-hemolytic streptococcus. Symptoms usually appear two to three weeks after the initial infection.,Diagnosis,Text,,,3308.0,,3308;ACUTE RHEUMATIC FEVER,,,,,,,,,,K71,,,,,,,,,,,,
3cd3d4de-26fe-102b-80cb-0017a47871b2,,ACYCLOVIR,,,,A cyclic nucleoside C8H11N5O3 used especially to treat the symptoms of the genital form of herpes simplex.,Drug,Text,,,732.0,,732;ACYCLOVIR,,,,,,,,,,,,,,,,,,,,,,
136d349f-a401-4b1b-a761-9ae2a1f6ec2f,,AD Syringes,,AD Syringes,,,Misc,Text,,,8044.0,,,,,,,,,,,,,,,,,,,,,,,,
e9273d28-63f0-438f-84e0-079eca9cb7e5,,ADAPALENE,,ADAPALENE,,ADAPALENE,Drug,Text,,,8740.0,,,,,,,,,,,,,,,,,,,,,,,,
d94a9433-3160-4bc8-827c-862fb0109f33,,ADD1,,,,ADD1,State,Text,,,8298.0,,,,,,,,,,,,,,,,,,,,,,,,
7e61379d-cb60-46d1-8871-01cda661c147,,ADD2,,,,ADD2,State,Text,,,8299.0,,,,,,,,,,,,,,,,,,,,,,,,
de800d51-0d09-4a9a-939e-ba340e0a9fb0,,ADD3,,,,ADD3,State,Text,,,8300.0,,,,,,,,,,,,,,,,,,,,,,,,
cc25ccdb-2b40-4d90-9fc8-af633b8470f2,,ADEPR,,,,A.D.E.P.R: Church of Pentecostals,Misc,Text,,,8133.0,,,,,,,,,,,,,,,,,,,,,,,,
3ced98e2-26fe-102b-80cb-0017a47871b2,,ADHERENCE COUNSELING,,,,none,Test,Numeric,,,5488.0,,5488;ADHERENCE COUNSELING,,,,,,,,,,,,,,,,,,,,,,
3cdce100-26fe-102b-80cb-0017a47871b2,,ADHERENCE COUNSELING DONE,,,,Whether or not the patient was given adherence counseling during this encounter,Question,Boolean,,,1706.0,,1706;ADHERENCE COUNSELING DONE,,,,,,,,,,,,,,,,,,,,,,
